,sample,annotation
4329,ваниль ай ди,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]"
26162,шар лиз с дже,"[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 12, 'O')]"
15944,пельмениы,"[(0, 9, 'B-TYPE')]"
25946,чистый линия,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND')]"
10537,креветкм,"[(0, 8, 'B-TYPE')]"
11277,лавр вый,"[(0, 7, 'B-TYPE')]"
10510,крах пал,"[(0, 7, 'B-TYPE')]"
7444,зехфир,"[(0, 6, 'B-TYPE')]"
19768,сдайсы,"[(0, 6, 'B-TYPE')]"
19764,сгщенкп,"[(0, 7, 'B-TYPE')]"
8554,картофель vic,"[(0, 9, 'B-TYPE'), (10, 13, 'B-BRAND')]"
10220,котлы ты,"[(0, 7, 'B-TYPE')]"
19137,салат ром ано,"[(0, 5, 'B-TYPE'), (6, 12, 'I-TYPE')]"
13454,морковь,"[(0, 8, 'B-TYPE')]"
19860,сельдь слабосолёный,"[(0, 6, 'B-TYPE'), (7, 19, 'I-TYPE')]"
20788,снэки marc фи,"[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND')]"
5340,газировоная,"[(0, 11, 'B-TYPE')]"
11659,лммонад,"[(0, 7, 'B-TYPE')]"
17979,птица охлажденн,"[(0, 5, 'B-TYPE'), (6, 15, 'I-TYPE')]"
18518,рис бальдо,"[(0, 3, 'B-TYPE'), (4, 10, 'I-TYPE')]"
7822,интимный,"[(0, 8, 'B-TYPE')]"
9267,кок тельные,"[(0, 10, 'B-TYPE')]"
9167,книга,"[(0, 5, 'B-TYPE')]"
14885,огурец,"[(0, 6, 'B-TYPE')]"
7971,йогурт с ш,"[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 10, 'O')]"
11270,лаваш атру,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]"
19929,семя naturfood,"[(0, 6, 'B-TYPE'), (7, 16, 'B-BRAND')]"
10986,кукуру 9 а,"[(0, 8, 'B-TYPE')]"
15447,очсититель,"[(0, 10, 'B-TYPE')]"
3869,брынза тен де,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]"
16518,пион,"[(0, 5, 'B-TYPE')]"
16711,плавка lowr,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]"
18717,роль тон,"[(0, 7, 'B-TYPE')]"
23577,томат розовый,"[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE')]"
23719,тортилл,"[(0, 7, 'B-TYPE')]"
16822,плоскошлифовальный машина,"[(0, 18, 'B-TYPE'), (19, 25, 'I-TYPE')]"
2593,альбо мо,"[(0, 7, 'B-TYPE')]"
19358,сапожки ev,"[(0, 7, 'B-TYPE'), (8, 10, 'B-BRAND')]"
9780,конфета шоколадн,"[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE')]"
23660,тор елка с крышка,"[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 17, 'O')]"
17634,прмидоры,"[(0, 8, 'B-TYPE')]"
16819,плоскогубц,"[(0, 10, 'B-TYPE')]"
26621,эенергетик,"[(0, 10, 'B-TYPE')]"
4526,ват тушка,"[(0, 8, 'B-TYPE')]"
24733,фру то няня био,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 14, 'O')]"
13496,морожен ле,"[(0, 9, 'B-TYPE')]"
8484,карп тендер,"[(0, 4, 'B-TYPE'), (5, 11, 'B-BRAND')]"
12712,медо,"[(0, 4, 'B-TYPE')]"
23721,тортилтия,"[(0, 9, 'B-TYPE')]"
11184,кур оп,"[(0, 5, 'B-TYPE')]"
6050,гречка селя ночка,"[(0, 6, 'B-TYPE'), (7, 16, 'I-TYPE')]"
8846,кекс свердловский,"[(0, 4, 'B-TYPE'), (5, 17, 'I-TYPE')]"
8166,календрь,"[(0, 8, 'B-TYPE')]"
13336,мон дарин,"[(0, 8, 'B-TYPE')]"
9703,конференци,"[(0, 10, 'B-TYPE')]"
18084,пшено ангстрем,"[(0, 5, 'B-TYPE'), (6, 14, 'B-BRAND')]"
6676,дражде,"[(0, 6, 'B-TYPE')]"
13827,муровейеик,"[(0, 10, 'B-TYPE')]"
14298,нарезка из индейка,"[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 18, 'O')]"
24749,фрутоеянч,"[(0, 9, 'B-TYPE')]"
23780,тпяпки,"[(0, 6, 'B-TYPE')]"
6127,гриль un,"[(0, 6, 'B-TYPE'), (7, 9, 'B-BRAND')]"
9705,кон ферты,"[(0, 8, 'B-TYPE')]"
10265,кофе молот,"[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE')]"
20959,сок сад при донья,"[(0, 3, 'B-TYPE'), (4, 8, 'B-BRAND'), (9, 17, 'I-BRAND')]"
12933,минеральный,"[(0, 11, 'B-TYPE')]"
10788,круассанц,"[(0, 9, 'B-TYPE')]"
7636,изю,"[(0, 3, 'B-TYPE')]"
23127,творож агу,"[(0, 6, 'B-TYPE'), (7, 10, 'I-TYPE')]"
573,danke совк,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE')]"
19304,сальтисон,"[(0, 9, 'B-TYPE')]"
14514,носок ким,"[(0, 5, 'B-TYPE'), (6, 9, 'B-BRAND')]"
22171,суш,"[(0, 3, 'B-TYPE')]"
10564,крекер тук ер,"[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 13, 'O')]"
16037,перекрёсток охлажденны,"[(0, 11, 'B-BRAND'), (12, 22, 'B-TYPE')]"
13203,молоко му,"[(0, 6, 'B-TYPE'), (7, 9, 'B-BRAND')]"
13410,морковка тендер,"[(0, 8, 'B-TYPE'), (9, 15, 'B-BRAND')]"
6993,желлудки,"[(0, 8, 'B-TYPE')]"
5396,гамак,"[(0, 6, 'B-TYPE')]"
25257,холодна,"[(0, 6, 'B-TYPE')]"
16141,периферийный устройство,"[(0, 12, 'B-TYPE'), (13, 23, 'I-TYPE')]"
5679,голубсы,"[(0, 7, 'B-TYPE')]"
15595,панама призёр,"[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]"
68,alte,"[(0, 4, 'B-BRAND')]"
26017,чу па чупс со жвачка,"[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE'), (10, 12, 'O'), (13, 20, 'O')]"
26835,юбийное,"[(0, 7, 'B-TYPE')]"
2999,баклажан,"[(0, 9, 'B-TYPE')]"
4746,видео иг,"[(0, 7, 'B-TYPE')]"
15537,палочка ol,"[(0, 7, 'B-TYPE'), (8, 10, 'B-BRAND')]"
18219,пятновыводитель biomi,"[(0, 15, 'B-TYPE'), (16, 21, 'B-BRAND')]"
8532,картофель вареный,"[(0, 9, 'B-TYPE'), (10, 17, 'I-TYPE')]"
18018,пудинг сжк,"[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND')]"
25259,холодно гр,"[(0, 9, 'B-TYPE')]"
23730,торт ниц,"[(0, 7, 'B-TYPE')]"
15765,пастилкша,"[(0, 9, 'B-TYPE')]"
5691,голубец скиф,"[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND')]"
11636,лист для суша,"[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 14, 'O')]"
26808,эптр,"[(0, 4, 'O')]"
9116,клубника земляник,"[(0, 9, 'B-TYPE'), (10, 18, 'I-TYPE')]"
20048,серно слив,"[(0, 9, 'B-TYPE')]"
17425,ппотеино,"[(0, 8, 'B-TYPE')]"
18566,рис плов,"[(0, 3, 'B-TYPE'), (4, 8, 'I-TYPE')]"
18500,рибы,"[(0, 4, 'B-TYPE')]"
4341,ванильные,"[(0, 9, 'B-TYPE')]"
3017,балончик,"[(0, 8, 'B-TYPE')]"
17753,простыня jard,"[(0, 8, 'B-TYPE'), (9, 13, 'B-BRAND')]"
15285,осетрина,"[(0, 8, 'B-TYPE')]"
1118,jardin,"[(0, 6, 'B-BRAND')]"
8014,йо курт,"[(0, 6, 'B-TYPE')]"
16746,планировщик,"[(0, 11, 'B-TYPE')]"
4075,бульен,"[(0, 6, 'B-TYPE')]"
24001,туатет,"[(0, 6, 'B-TYPE')]"
9664,консервы для собака,"[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 18, 'O')]"
14726,овощной пю,"[(0, 7, 'B-TYPE'), (8, 10, 'I-TYPE')]"
12960,мини рул,"[(0, 8, 'B-TYPE')]"
11540,лимон,"[(0, 5, 'B-TYPE')]"
20687,смести,"[(0, 7, 'B-TYPE')]"
10307,кофейник talle,"[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND')]"
12961,минидуовки,"[(0, 10, 'B-TYPE')]"
18899,рыба минтай,"[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE')]"
20957,сок сад придонтя,"[(0, 3, 'B-TYPE'), (4, 8, 'B-BRAND'), (9, 17, 'I-BRAND')]"
12442,марш мелу,"[(0, 8, 'B-TYPE')]"
14717,овощн,"[(0, 5, 'B-TYPE')]"
26852,юкапуста,"[(0, 8, 'B-TYPE')]"
756,exponenra,"[(0, 9, 'B-BRAND')]"
3495,биолакиь,"[(0, 8, 'B-TYPE')]"
15312,от засор труба,"[(0, 2, 'O'), (3, 9, 'O'), (10, 14, 'O')]"
7143,заготовка для пицца,"[(0, 9, 'B-TYPE'), (10, 13, 'O'), (14, 19, 'O')]"
7740,имбиря sonnent,"[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND')]"
19375,сардельки доронич,"[(0, 9, 'B-TYPE'), (10, 17, 'B-BRAND')]"
11427,леденнц,"[(0, 7, 'B-TYPE')]"
16893,погремушка бимбо,"[(0, 10, 'B-TYPE'), (11, 16, 'B-BRAND')]"
14713,овощи 0,"[(0, 6, 'B-TYPE')]"
1485,mif кален дар,"[(0, 3, 'B-BRAND'), (4, 12, 'B-TYPE')]"
23085,творог мягкий,"[(0, 6, 'B-TYPE'), (7, 13, 'I-TYPE')]"
7652,ийонурт,"[(0, 7, 'B-TYPE')]"
10951,ку ассан,"[(0, 7, 'B-TYPE')]"
25209,хлопьяов,"[(0, 8, 'B-TYPE')]"
18559,рис кругл озерный шлиф,"[(0, 3, 'B-TYPE'), (4, 16, 'I-TYPE'), (17, 21, 'I-TYPE')]"
4267,в масл,"[(0, 1, 'B-TYPE'), (2, 6, 'I-TYPE')]"
10586,крем,"[(0, 4, 'B-TYPE')]"
23192,творожок к детский,"[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 18, 'O')]"
675,econova тот,"[(0, 7, 'B-BRAND'), (8, 10, 'B-TYPE')]"
5134,воз душ,"[(0, 6, 'B-TYPE')]"
23,adrinaline,"[(0, 10, 'B-BRAND')]"
15880,пекарь крекер,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE')]"
25694,черкашин кабачки,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE')]"
76,amore форель,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE')]"
11052,ку мин,"[(0, 5, 'B-BRAND')]"
16888,по вый,"[(0, 5, 'O')]"
540,curtis толстов,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE')]"
18299,ракообразный,"[(0, 12, 'B-TYPE')]"
3046,бам бочка для ванна,"[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 18, 'O')]"
2036,skandic,"[(0, 7, 'B-BRAND')]"
3065,банановый сок детский,"[(0, 9, 'B-TYPE'), (10, 13, 'I-TYPE'), (14, 21, 'I-TYPE')]"
13664,мо царе,"[(0, 6, 'B-TYPE')]"
17067,полотенце в рулон,"[(0, 9, 'B-TYPE'), (10, 11, 'O'), (12, 18, 'O')]"
21994,суп с чечевица,"[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 15, 'O')]"
6109,гриб за мороженны,"[(0, 5, 'B-TYPE'), (6, 17, 'I-TYPE')]"
20635,сметан аа,"[(0, 8, 'B-TYPE')]"
7098,журнал,"[(0, 6, 'B-TYPE')]"
6375,дар элл перенос,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE')]"
7871,итальянский,"[(0, 11, 'B-TYPE')]"
7980,йогурт фру то,"[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE')]"
13715,мротеин,"[(0, 7, 'B-TYPE')]"
23069,творог зерненн,"[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE')]"
6927,жевательнпя,"[(0, 11, 'B-TYPE')]"
1041,hghnder,"[(0, 7, 'O')]"
16123,перец чер,"[(0, 5, 'B-TYPE'), (6, 9, 'I-TYPE')]"
26027,чытник,"[(0, 6, 'B-TYPE')]"
24637,фрикаделька из курица,"[(0, 11, 'B-TYPE'), (12, 14, 'O'), (15, 21, 'O')]"
9605,кон ди,"[(0, 5, 'B-BRAND')]"
114,arko,"[(0, 4, 'B-BRAND')]"
6991,желешки,"[(0, 7, 'B-TYPE')]"
9390,колбаса яичный,"[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]"
4250,бюстгальтер милави,"[(0, 11, 'B-TYPE'), (12, 18, 'B-BRAND')]"
7550,зубочист,"[(0, 8, 'B-TYPE')]"
8422,карбогад,"[(0, 8, 'B-TYPE')]"
12596,маслоо,"[(0, 6, 'B-TYPE')]"
1501,milanpo,"[(0, 7, 'B-BRAND')]"
24365,фаршевы,"[(0, 7, 'B-TYPE')]"
21842,стм оладь,"[(0, 3, 'B-BRAND'), (4, 9, 'B-TYPE')]"
3853,брускетт,"[(0, 8, 'B-TYPE')]"
10742,кроышка,"[(0, 7, 'B-TYPE')]"
5813,горцича,"[(0, 7, 'B-TYPE')]"
23131,творожеи,"[(0, 8, 'B-TYPE')]"
26139,шампьнионы,"[(0, 10, 'B-TYPE')]"
1758,past,"[(0, 4, 'O')]"
23329,термос,"[(0, 6, 'B-BRAND')]"
4310,ваниль парфэ,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]"
7644,изюмх,"[(0, 5, 'B-TYPE')]"
16113,перец молотый,"[(0, 5, 'B-TYPE'), (6, 13, 'I-TYPE')]"
10895,крылыш,"[(0, 6, 'B-TYPE')]"
3680,боклажан,"[(0, 8, 'B-TYPE')]"
17355,порошок гель,"[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE')]"
12706,мед веж,"[(0, 6, 'B-TYPE')]"
24512,филейн,"[(0, 6, 'B-TYPE')]"
19691,сгуженка,"[(0, 8, 'B-TYPE')]"
3598,блин с творо,"[(0, 5, 'B-TYPE'), (6, 7, 'O'), (8, 13, 'O')]"
25780,чес ной,"[(0, 6, 'B-TYPE')]"
14775,ог 3 рнц,"[(0, 6, 'B-TYPE')]"
1480,mi dtsv,"[(0, 2, 'O'), (3, 7, 'O')]"
15500,пакет для смусора,"[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 18, 'O')]"
16876,поводок,"[(0, 8, 'B-TYPE')]"
7410,зерниц,"[(0, 6, 'B-TYPE')]"
1406,makf,"[(0, 4, 'B-BRAND')]"
15536,палочка aur,"[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND')]"
22914,тар ел,"[(0, 5, 'B-TYPE')]"
6278,губка для мы,"[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 12, 'O')]"
81,apica,"[(0, 5, 'B-BRAND')]"
16783,плед,"[(0, 4, 'B-TYPE')]"
26781,энергти,"[(0, 7, 'B-TYPE')]"
9869,копчено запечь,"[(0, 18, 'B-TYPE')]"
6319,гурме имбирь,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE')]"
11911,майлонез,"[(0, 8, 'B-TYPE')]"
13453,морковь со спа,"[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 14, 'O')]"
20971,сок томмтвода газированная,"[(0, 3, 'B-TYPE'), (4, 13, 'O'), (14, 26, 'O')]"
17166,помидоиы,"[(0, 8, 'B-TYPE')]"
13293,молочный конфета,"[(0, 8, 'B-TYPE'), (9, 16, 'I-TYPE')]"
21355,соус томатный,"[(0, 4, 'B-TYPE'), (5, 13, 'I-TYPE')]"
24465,фет акс,"[(0, 6, 'B-BRAND')]"
14569,ну тел,"[(0, 5, 'B-BRAND')]"
13080,ммолочный,"[(0, 9, 'B-TYPE')]"
22287,сыр белебеевский классический,"[(0, 3, 'B-TYPE'), (4, 16, 'B-BRAND'), (17, 29, 'I-BRAND')]"
23854,трубочка,"[(0, 8, 'B-TYPE')]"
10796,круассн,"[(0, 7, 'B-TYPE')]"
1780,perfect fit,"[(0, 7, 'B-BRAND'), (8, 11, 'I-BRAND')]"
17473,привет во дк,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE')]"
25158,хлеп,"[(0, 4, 'B-TYPE')]"
12494,маслина красный цена,"[(0, 7, 'B-TYPE'), (8, 15, 'O'), (16, 20, 'B-TYPE')]"
3822,бритьё,"[(0, 6, 'B-TYPE')]"
20166,сирьак,"[(0, 6, 'B-TYPE')]"
21126,соль маркет,"[(0, 4, 'B-TYPE'), (5, 11, 'B-BRAND')]"
14078,набор,"[(0, 5, 'B-TYPE')]"
26049,шампанское ист,"[(0, 10, 'B-TYPE'), (11, 14, 'B-BRAND')]"
9443,колбача,"[(0, 7, 'B-TYPE')]"
17105,полу копченые колбаска,"[(0, 12, 'B-TYPE'), (13, 21, 'I-TYPE')]"
11244,кцкуруза,"[(0, 8, 'B-TYPE')]"
5837,горчица мах ее,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]"
21385,сочен,"[(0, 5, 'B-TYPE')]"
27013,яитос,"[(0, 5, 'B-TYPE')]"
24731,фрутмоттв,"[(0, 9, 'B-TYPE')]"
24844,халва маа,"[(0, 5, 'B-TYPE'), (6, 9, 'B-BRAND')]"
17500,приправа дл рыба,"[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 16, 'O')]"
10247,кофе арабика,"[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE')]"
5044,вода псыж,"[(0, 4, 'B-TYPE'), (5, 9, 'B-BRAND')]"
14346,национальный продукт,"[(0, 12, 'B-TYPE'), (13, 21, 'I-TYPE')]"
18158,пюре индейка,"[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE')]"
3838,брокаоли,"[(0, 8, 'B-TYPE')]"
22495,сыр хох,"[(0, 3, 'B-TYPE'), (4, 7, 'I-TYPE')]"
10496,крас ха,"[(0, 6, 'B-TYPE')]"
6351,далматово конфета,"[(0, 9, 'B-BRAND'), (10, 16, 'B-TYPE')]"
3231,баунти,"[(0, 6, 'B-BRAND')]"
588,delicados,"[(0, 9, 'B-BRAND')]"
14340,натц,"[(0, 4, 'B-TYPE')]"
22782,сэнвич,"[(0, 6, 'B-TYPE')]"
17239,помидыры,"[(0, 8, 'B-TYPE')]"
21993,суп с треска,"[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 13, 'O')]"
25339,хьебцы,"[(0, 6, 'B-TYPE')]"
13497,мороженлн,"[(0, 9, 'B-TYPE')]"
16501,пили гримм,"[(0, 9, 'B-BRAND')]"
21219,сосисики,"[(0, 8, 'B-TYPE')]"
7790,индидай,"[(0, 7, 'B-TYPE')]"
6169,груд инк,"[(0, 7, 'B-TYPE')]"
607,deonica твёрдый,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE')]"
23818,трни грифель,"[(0, 5, 'O'), (6, 13, 'O')]"
19646,сврнички,"[(0, 8, 'B-TYPE')]"
16515,пинцеса,"[(0, 7, 'O')]"
23503,томат global wila,"[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND'), (13, 17, 'I-BRAND')]"
10370,крабобы,"[(0, 7, 'B-TYPE')]"
2984,баклаан,"[(0, 7, 'B-TYPE')]"
3279,безглютеновая,"[(0, 13, 'B-TYPE')]"
9066,классический,"[(0, 12, 'B-TYPE')]"
2815,артошкк,"[(0, 7, 'B-TYPE')]"
15367,оунец,"[(0, 5, 'B-TYPE')]"
15611,панировочна,"[(0, 11, 'B-TYPE')]"
23453,тмин kamis,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND')]"
13619,морс сп еленок,"[(0, 4, 'B-TYPE'), (5, 13, 'B-BRAND')]"
2649,антепе спирант,"[(0, 13, 'B-TYPE')]"
4923,вкус польза,"[(0, 4, 'B-BRAND'), (5, 6, 'I-BRAND'), (7, 13, 'I-BRAND')]"
13018,ми со,"[(0, 4, 'B-TYPE')]"
22251,сыекоа,"[(0, 6, 'B-TYPE')]"
14882,огурцф,"[(0, 6, 'B-TYPE')]"
13102,моещее для мтекол,"[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 17, 'O')]"
2347,zarech e майонез,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE')]"
754,expon,"[(0, 5, 'B-BRAND')]"
19542,свекл ава,"[(0, 8, 'B-TYPE')]"
11648,лкпешки,"[(0, 7, 'B-TYPE')]"
16058,переноска homep,"[(0, 9, 'B-TYPE'), (10, 15, 'B-BRAND')]"
26187,ша фр,"[(0, 4, 'B-TYPE')]"
6635,докторскач,"[(0, 10, 'B-TYPE')]"
14294,например люминелло,"[(0, 8, 'O'), (9, 18, 'B-BRAND')]"
8721,каша жидка,"[(0, 4, 'B-TYPE'), (5, 10, 'I-TYPE')]"
6708,др ип кофе,"[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE')]"
23708,тортик pet,"[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND')]"
1414,maltag,"[(0, 6, 'B-TYPE')]"
21317,соус для мясо,"[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 13, 'O')]"
26514,ща жарка,"[(0, 7, 'B-TYPE')]"
8860,кемпинг,"[(0, 7, 'B-TYPE')]"
19102,салаетки,"[(0, 8, 'B-TYPE')]"
6157,гроз дика,"[(0, 8, 'B-TYPE')]"
3033,бальзам после бритьё,"[(0, 7, 'B-TYPE'), (8, 13, 'O'), (14, 20, 'O')]"
24705,фруктоза вкус польза,"[(0, 8, 'B-TYPE'), (9, 19, 'B-BRAND')]"
3628,блокнот sma,"[(0, 9, 'B-TYPE'), (10, 13, 'B-BRAND')]"
2422,авангард хлебц,"[(0, 8, 'B-BRAND'), (9, 14, 'B-TYPE')]"
5289,газиоованная,"[(0, 12, 'B-TYPE')]"
14773,овяное,"[(0, 6, 'B-TYPE')]"
5556,гигиеничские,"[(0, 12, 'B-TYPE')]"
1348,logitrade сейчас,"[(0, 9, 'B-BRAND'), (10, 16, 'O')]"
11966,майонезв,"[(0, 8, 'B-TYPE')]"
8495,карри производство,"[(0, 5, 'B-TYPE'), (6, 17, 'B-BRAND')]"
7063,жиро удал,"[(0, 8, 'B-TYPE')]"
10460,красный цена хрен,"[(0, 7, 'B-BRAND'), (8, 12, 'I-BRAND'), (13, 17, 'B-TYPE')]"
15354,открытка,"[(0, 8, 'B-TYPE')]"
9895,копчёный,"[(0, 8, 'B-TYPE')]"
15205,орех,"[(0, 5, 'B-TYPE')]"
24726,фр утка,"[(0, 6, 'B-TYPE')]"
12026,макараоны,"[(0, 9, 'B-TYPE')]"
18598,рисовый,"[(0, 7, 'B-TYPE')]"
5896,готовый,"[(0, 7, 'B-TYPE')]"
8562,картофеть,"[(0, 9, 'B-TYPE')]"
16637,питьевой йогурт,"[(0, 8, 'B-TYPE'), (9, 16, 'I-TYPE')]"
1618,nest,"[(0, 4, 'B-BRAND')]"
19628,свкекла 5,"[(0, 8, 'B-TYPE')]"
8471,карнишёны,"[(0, 9, 'B-TYPE')]"
7045,жидкость для мыть,"[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 17, 'O')]"
2924,баг,"[(0, 3, 'O')]"
3206,батончик конфета,"[(0, 8, 'B-TYPE'), (9, 16, 'I-TYPE')]"
24013,тумба,"[(0, 5, 'B-TYPE')]"
4274,ваенсь,"[(0, 6, 'O')]"
1387,maccofe,"[(0, 7, 'B-BRAND')]"
13592,мор око,"[(0, 6, 'B-TYPE')]"
13388,моркоавь,"[(0, 8, 'B-TYPE')]"
27229,яш кино,"[(0, 6, 'B-TYPE')]"
13915,мыр лёгкий,"[(0, 3, 'B-TYPE'), (4, 10, 'I-TYPE')]"
10411,крабр,"[(0, 5, 'B-TYPE')]"
25291,хот стеры с горчица,"[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 19, 'O')]"
8283,ка пуску,"[(0, 7, 'B-TYPE')]"
1950,salton стель,"[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE')]"
4829,виноград елочк,"[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND')]"
10928,крышка prima,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]"
14987,одноразовый станок,"[(0, 11, 'B-TYPE'), (12, 18, 'I-TYPE')]"
20739,сне док,"[(0, 6, 'B-TYPE')]"
20576,смесь овощ приправа,"[(0, 5, 'B-TYPE'), (6, 12, 'O'), (13, 21, 'O')]"
17093,полу копченная колбаска,"[(0, 13, 'B-TYPE'), (14, 22, 'I-TYPE')]"
1068,hortex облепиха,"[(0, 6, 'B-BRAND'), (7, 15, 'B-TYPE')]"
3660,бмй,"[(0, 3, 'O')]"
2577,ал ейка,"[(0, 6, 'B-BRAND')]"
25171,хлоб,"[(0, 4, 'B-TYPE')]"
15431,очиститель накипь,"[(0, 10, 'B-TYPE'), (11, 17, 'I-TYPE')]"
2470,агу ша творог классический,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE'), (13, 25, 'I-TYPE')]"
2274,vici охладить,"[(0, 4, 'B-BRAND'), (5, 16, 'B-TYPE')]"
11159,курица производство,"[(0, 6, 'B-TYPE'), (7, 18, 'B-BRAND')]"
23965,туалетный бу,"[(0, 9, 'B-TYPE'), (10, 12, 'I-TYPE')]"
12938,минераоьная,"[(0, 11, 'B-TYPE')]"
12841,микс,"[(0, 4, 'B-TYPE')]"
14945,одеколон,"[(0, 9, 'B-TYPE')]"
12445,маршмэлоу,"[(0, 9, 'B-TYPE')]"
1265,laimonfresh,"[(0, 11, 'B-BRAND')]"
12386,мармелалд,"[(0, 9, 'B-TYPE')]"
6609,добро гост сало,"[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE')]"
10958,кувшин графить,"[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]"
7864,ириска,"[(0, 6, 'B-TYPE')]"
2845,ас то аб се,"[(0, 4, 'B-BRAND'), (5, 9, 'B-TYPE')]"
3038,бальзамический соус,"[(0, 14, 'B-TYPE'), (15, 19, 'I-TYPE')]"
24961,хлеб деревенский,"[(0, 4, 'B-TYPE'), (5, 16, 'I-TYPE')]"
16623,питерский,"[(0, 9, 'B-BRAND')]"
21073,солнеый,"[(0, 7, 'B-TYPE')]"
11698,лом тиш,"[(0, 6, 'B-TYPE')]"
25321,хрящ,"[(0, 4, 'B-TYPE')]"
8774,кашка молочный,"[(0, 5, 'B-TYPE'), (6, 14, 'I-TYPE')]"
27095,яйцае,"[(0, 5, 'B-TYPE')]"
21479,спецые к рыба,"[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 13, 'O')]"
24672,фрукмотив,"[(0, 9, 'B-TYPE')]"
5032,вода пить ев,"[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE')]"
25216,хлпбцы,"[(0, 6, 'B-TYPE')]"
347,brit,"[(0, 4, 'B-BRAND')]"
14817,огугцы,"[(0, 6, 'B-TYPE')]"
24357,фарш из иг де,"[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 12, 'O')]"
2260,venetto,"[(0, 7, 'B-BRAND')]"
12708,медвиа,"[(0, 6, 'B-TYPE')]"
6277,губка для,"[(0, 5, 'B-TYPE'), (6, 9, 'O')]"
17229,помидоы,"[(0, 7, 'B-TYPE')]"
7091,жупиков сал,"[(0, 7, 'B-BRAND'), (8, 11, 'B-TYPE')]"
